product_id,URL
200,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/200-1_pomeranc.jpg?65423666
200,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/200_pomeranc-ctverec.jpg?65423666
129,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/129-4_salvej.jpg?65423666
129,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/129-1_salvej-ctverec.jpg?65423666
409,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/409_tea-tree-square.jpg?65423666
459,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/459_teatreebio.jpg?65423666
185,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/185_ylangylang.jpg?65423666
185,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/185-1_e05c4f-de3252620a7544b79b74033477ff37a3mv2.jpg?65423666
457,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/457_essential-oil-in-box-sq.jpg?65423666
457,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/457-1_bl-pltno-22.jpg?65423666
51,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/51-2_nove-etikety-her--ma--nek.jpg?66cc482f
51,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/51-3_hermanek-square.jpg?65423666
60,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/60_hve--zdna-noc-3.jpg?66d87a9e
60,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/60-1_hve--zdna-noc-2.jpg?66d87ac4
376,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/376_51-274-133fs.jpg?65423666
376,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/376-1_51-274-133bs.jpg?65423666
376,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/376-2_51-274-133is.jpg?65423666
379,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/379_51-274-138fs.jpg?65423666
379,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/379-1_51-274-138bs.jpg?65423666
379,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/379-2_51-274-138is.jpg?65423666
486,null
510,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/510_cokokrabice.jpg?654a0ba8
497,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/497-1_crystals.jpg?65423666
497,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/497_krystal.jpg?65423666
266,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/266-1_p-2.jpg?65423666
266,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/266_kvetova-voda-pomerancove-kvety-neroli.jpg?65423666
266,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/266-2_kvetova-voda-pomerancove-kvety-neroli.jpg?65423666
176,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/176-2_cp1-8101-2.jpg?65423666
176,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/176_cp1-8104-2.jpg?65423666
176,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/176-1_e05c4f-dbd40d3130884434a40262df38f6c047mv2.jpg?65423666
176,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/176-3_e05c4f-f0eb829199834a648cf122da4a71ff9amv2.jpg?65423666
403,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/403-2_lesvsrdci.jpg?65423666
403,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/403_produkt-13.jpg?65423666
152,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/152-1_levandule-flakon.jpg?66c0dbca
152,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/152_nove-etikety-1.jpg?66c0db3d
170,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/170_levandulova-aroma-mlha.jpg?6641d2cd
170,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/170-2_cp1-8109-2.jpg?65423666
296,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/296-1_pp-5.jpg?65423666
296,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/296-2_pp-3.jpg?65423666
296,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/296_louka-square.jpg?65423666
120,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/120-3_15-pimpinella-mech-15-jpg-2.jpg?6561c628
120,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/120-1_18-pimpinella-mech-19-jpg.jpg?65423666
120,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/120-2_19-pimpinella-mech-18-jpg.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-5_aragonit.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-6_aragonitskrabickou.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-2_2-insta-pimpinella.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-1_17-pimpinella-mech-17-jpg.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-4_13-pimpinella-mech-13-jpg.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84_luxusni-krem-v-aragonitu-60ml.jpg?65423666
84,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/84-3_9-insta-pimpinella.jpg?65423666
75,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/75-1_maminka-sq.jpg?65423666
75,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/75-2_bl-pltno-18.jpg?65423666
75,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/75-3_bl-pltno-17.jpg?65423666
474,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/474-4_meianoitetitlephoto.jpg?65423666
474,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/474-3_meia-noite-balm1.jpg?65423666
474,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/474-2_meianoite.jpg?65423666
474,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/474-1_meiasquare2.jpg?65423666
45,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/45_milacek.jpg?66c0e652
45,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/45-2_08-pimpinella-mech-7-jpg.jpg?65423666
477,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/477_hermanekminiskrabickou.jpg?65423666
477,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/477-3_hermankovyminiatura.jpg?65423666
477,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/477-1_hermankovyminiavelky.jpg?65423666
477,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/477-2_hermanekmalyavelky.jpg?65423666
489,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/489-2_meia-noite-mini-square.jpg?65423666
489,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/489-1_produkt-2.jpg?65423666
489,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/489_meia-noite-mini.jpg?65423666
480,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/480_milacekminiskrabickou.jpg?65423666
480,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/480-1_milacekmalyavelky2.jpg?65423666
480,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/480-2_milacekmini.jpg?65423666
483,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/483-2_minipurabelezakrabicka.jpg?65423666
483,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/483_purabelezaminiatura.jpg?65423666
483,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/483-1_purabelezamalyavelky.jpg?65423666
349,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/349_minthe-ct.jpg?65423666
349,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/349-1_image1.jpg?65423666
358,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/358-1_myrine-square.jpg?65423666
358,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/358_myrine-ct-2.jpg?65423666
358,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/358-2_myrine100ml.jpg?65423666
519,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/519_nejmilovanejsi.jpg?654a1674
308,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/308_sni--mek-obrazovky-2020-07-13-v--12-22-22.jpg?65423666
308,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/308-1_sni--mek-obrazovky-2020-07-13-v--12-22-36.jpg?65423666
308,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/308-2_pip-studio-koupelnova-sada-twinkle-star.jpg?65423666
308,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/308-3_pip-studio-koupelnova-sada-twinkle-star.jpg?65423666
308,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/308-4_pip-studio-koupelnova-sada-twinkle-star.jpg?65423666
311,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/311-1_sni--mek-obrazovky-2020-07-13-v--12-55-55.jpg?65423666
311,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/311_sni--mek-obrazovky-2020-07-13-v--12-55-42.jpg?65423666
311,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/311-2_sni--mek-obrazovky-2020-07-13-v--12-56-03.jpg?65423666
524,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/524-1_pri-nachlazeni-2.jpg?67054c61
524,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/524_pimpinella-rekvizity-big-9--kopie.jpg?66fa5bde
513,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/513_pulnocnitajemstvi.jpg?654a0f3d
54,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/54_purabeleza.jpg?66c0e70b
54,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/54-3_purabelezaruzovaruze.jpg?65423666
54,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/54-4_purabelezabilepozadi.jpg?65423666
146,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/146_rose.jpg?66c0de60
146,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/146-1_rose-2.jpg?66c0de8a
146,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/146-2_nove-etikety-2.jpg?66c0debf
146,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/146-3_nove-etikety-1.jpg?66c0e226
516,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/516_ruzova.jpg?654a1364
494,https://cdn.myshoptet.com/usr/www.pimpinella.co/user/shop/orig/494_final-10.jpg?65423666
